df_hash,22ZHK4.V6E3X1
330.394,1.046
330.424,1.047
330.454,1.043
330.484,1.040
330.514,1.047
330.544,1.046
330.574,1.054
330.604,1.055
330.634,1.047
330.664,1.046
330.694,1.042
330.724,1.051
330.754,1.052
330.784,1.050
330.814,1.048
330.844,1.048
330.874,1.044
330.904,1.042
330.934,1.039
330.964,1.054
330.994,1.044
331.024,1.050
331.054,1.046
331.084,1.047
331.114,1.053
331.144,1.052
331.174,1.047
331.204,1.046
331.234,1.044
331.264,1.051
331.294,1.047
331.324,1.050
331.354,1.050
331.384,1.044
331.414,1.049
331.444,1.045
331.474,1.044
331.504,1.051
331.534,1.055
331.564,1.059
331.594,1.055
331.624,1.060
331.654,1.059
331.684,1.061
331.714,1.064
331.744,1.063
331.774,1.057
331.804,1.062
331.834,1.068
331.864,1.065
331.894,1.053
331.924,1.054
331.954,1.047
331.984,1.037
332.014,1.032
332.044,1.037
332.074,1.021
332.104,1.019
332.134,1.022
332.164,1.017
332.194,1.021
332.224,1.026
332.254,1.017
332.284,1.026
332.314,1.019
332.344,1.008
332.374,1.026
332.404,1.036
332.434,1.039
332.464,1.037
332.494,1.062
332.524,1.059
332.554,1.054
332.584,1.044
332.614,1.052
332.644,1.054
332.674,1.042
332.704,1.056
332.734,1.064
332.764,1.065
332.794,1.076
332.824,1.076
332.854,1.082
332.884,1.074
332.914,1.062
332.944,1.088
332.974,1.081
333.004,1.046
333.034,1.038
333.064,1.040
333.094,1.039
333.124,1.038
333.154,1.017
333.184,0.972
333.214,0.988
333.244,1.029
333.274,1.036
333.304,1.042
333.334,1.038
333.364,1.032
333.394,1.038
333.424,1.041
333.454,1.050
333.484,1.055
333.514,1.050
333.544,1.044
333.574,1.046
333.604,1.037
333.634,1.021
333.664,1.025
333.694,1.039
333.724,1.046
333.754,1.051
333.784,1.049
333.814,1.051
333.844,1.045
333.874,1.055
333.904,1.054
333.934,1.046
333.964,1.047
333.994,1.063
334.024,1.060
334.054,1.053
334.084,1.055
334.114,1.048
334.144,1.054
334.174,1.056
334.204,1.046
334.234,1.047
334.264,1.054
334.294,1.054
334.324,1.052
334.354,1.053
334.384,1.057
334.414,1.054
334.444,1.058
334.474,1.064
334.504,1.066
334.534,1.060
334.564,1.056
334.594,1.061
334.624,1.055
334.654,1.055
334.684,1.049
334.714,1.045
334.744,1.052
334.774,1.061
334.804,1.059
334.834,1.057
334.864,1.057
334.894,1.053
334.924,1.051
334.954,1.053
334.984,1.049
335.014,1.055
335.044,1.057
335.074,1.053
335.104,1.052
335.134,1.049
335.164,1.051
335.194,1.060
335.224,1.051
335.254,1.049
335.284,1.049
335.314,1.055
335.344,1.055
335.374,1.055
335.404,1.047
335.434,1.047
335.464,1.047
335.494,1.046
335.524,1.053
335.554,1.047
335.584,1.051
335.614,1.051
335.644,1.052
335.674,1.053
335.704,1.050
335.734,1.054
335.764,1.047
335.794,1.046
335.824,1.051
335.854,1.055
335.884,1.062
335.914,1.057
335.944,1.057
335.974,1.057
336.004,1.065
336.034,1.073
336.064,1.067
336.094,1.058
336.124,1.048
336.154,1.060
336.184,1.068
336.214,1.072
336.244,1.091
336.274,1.091
336.304,1.079
336.334,1.082
336.364,1.076
336.394,1.059
336.424,1.057
336.454,1.049
336.484,1.048
336.514,1.037
336.544,1.021
336.574,1.017
336.604,1.009
336.634,1.016
336.664,1.021
336.694,1.021
336.724,1.021
336.754,1.031
336.784,1.027
336.814,1.007
336.844,0.994
336.874,1.013
336.904,1.018
336.934,1.021
336.964,1.027
336.994,1.049
337.024,1.045
337.054,1.035
337.084,1.021
337.114,1.029
337.144,1.051
337.174,1.058
337.204,1.055
337.234,1.045
337.264,1.055
337.294,1.062
337.324,1.053
337.354,1.058
337.384,1.062
337.414,1.064
337.444,1.057
337.474,1.066
337.504,1.077
337.534,1.075
337.564,1.073
337.594,1.072
337.624,1.066
337.654,1.064
337.684,1.074
337.714,1.063
337.744,1.052
337.774,1.057
337.804,1.066
337.834,1.062
337.864,1.059
337.894,1.054
337.924,1.058
337.954,1.060
337.984,1.063
338.014,1.058
338.044,1.065
338.074,1.062
338.104,1.058
338.134,1.052
338.164,1.055
338.194,1.055
338.224,1.053
338.254,1.051
338.284,1.058
338.314,1.057
338.344,1.052
338.374,1.052
338.404,1.054
338.434,1.051
338.464,1.056
338.494,1.054
338.524,1.051
338.554,1.054
338.584,1.060
338.614,1.062
338.644,1.060
338.674,1.052
338.704,1.051
338.734,1.054
338.764,1.058
338.794,1.060
338.824,1.056
338.854,1.054
338.884,1.051
338.914,1.052
338.944,1.052
338.974,1.055
339.004,1.057
339.034,1.057
339.064,1.056
339.094,1.057
339.124,1.062
339.154,1.065
339.184,1.063
339.214,1.055
339.244,1.031
339.274,1.044
339.304,1.046
339.334,1.048
339.364,1.051
339.394,1.059
339.424,1.056
339.454,1.058
339.484,1.050
339.514,1.051
339.544,1.055
339.574,1.051
339.604,1.060
339.634,1.061
339.664,1.056
339.694,1.054
339.724,1.056
339.754,1.056
339.784,1.058
339.814,1.053
339.844,1.051
339.874,1.053
339.904,1.049
339.934,1.053
339.964,1.049
339.994,1.052
340.024,1.052
340.054,1.054
340.084,1.050
340.114,1.053
340.144,1.060
340.174,1.059
340.204,1.053
340.234,1.049
340.264,1.048
340.294,1.049
340.324,1.052
340.354,1.054
340.384,1.056
340.414,1.054
340.444,1.046
340.474,1.053
340.504,1.055
340.534,1.054
340.564,1.057
340.594,1.051
340.624,1.049
340.654,1.053
340.684,1.055
340.714,1.057
340.744,1.058
340.774,1.055
340.804,1.053
340.834,1.056
340.864,1.056
340.894,1.057
340.924,1.049
340.954,1.049
340.984,1.045
341.014,1.047
341.044,1.053
341.074,1.064
341.104,1.057
341.134,1.055
341.164,1.048
341.194,1.064
341.224,1.050
341.254,1.057
341.284,1.059
341.314,1.057
341.344,1.059
341.374,1.059
341.404,1.057
341.434,1.060
341.464,1.049
341.494,1.049
341.524,1.065
341.554,1.065
341.584,1.070
341.614,1.060
341.644,1.058
341.674,1.055
341.704,1.071
341.734,1.066
341.764,1.062
341.794,1.063
341.824,1.071
341.854,1.074
341.884,1.055
341.914,1.047
341.944,1.045
341.974,1.036
342.004,1.035
342.034,1.033
342.064,1.031
342.094,1.034
342.124,1.025
342.154,1.024
342.184,1.021
342.214,1.031
342.244,1.027
342.274,1.033
342.304,1.034
342.334,1.027
342.364,1.023
342.394,1.031
342.424,1.023
342.454,1.011
342.484,1.031
342.514,1.043
342.544,1.058
342.574,1.045
342.604,1.066
342.634,1.092
342.664,1.063
342.694,1.072
342.724,1.076
342.754,1.053
342.784,1.049
342.814,1.062
342.844,1.062
342.874,1.061
342.904,1.058
342.934,1.062
342.964,1.054
342.994,1.054
343.024,1.058
343.054,1.056
343.084,1.057
343.114,1.046
343.144,1.049
343.174,1.054
343.204,1.052
343.234,1.049
343.264,1.053
343.294,1.057
343.324,1.057
343.354,1.051
343.384,1.054
343.414,1.056
343.444,1.057
343.474,1.054
343.504,1.049
343.534,1.053
343.564,1.050
343.594,1.047
343.624,1.049
343.654,1.053
343.684,1.051
343.714,1.052
343.744,1.053
343.774,1.057
343.804,1.049
343.834,1.045
343.864,1.045
343.894,1.059
343.924,1.055
343.954,1.053
343.984,1.055
344.014,1.061
344.044,1.055
344.074,1.053
344.104,1.055
344.134,1.049
344.164,1.050
344.194,1.054
344.224,1.050
344.254,1.048
344.284,1.052
344.314,1.055
344.344,1.053
344.374,1.047
344.404,1.045
344.434,1.050
344.464,1.057
344.494,1.057
344.524,1.048
344.554,1.057
344.584,1.055
344.614,1.055
344.644,1.052
344.674,1.049
344.704,1.057
344.734,1.055
344.764,1.058
344.794,1.053
344.824,1.057
344.854,1.056
344.884,1.056
344.914,1.051
344.944,1.057
344.974,1.056
345.004,1.050
345.034,1.052
345.064,1.053
345.094,1.056
345.124,1.053
345.154,1.049
345.184,1.045
345.214,1.052
345.244,1.051
345.274,1.050
345.304,1.049
345.334,1.054
345.364,1.054
345.394,1.052
345.424,1.057
345.454,1.057
345.484,1.052
345.514,1.048
345.544,1.055
345.574,1.061
345.604,1.052
345.634,1.054
345.664,1.051
345.694,1.056
345.724,1.047
345.754,1.050
345.784,1.049
345.814,1.052
345.844,1.057
345.874,1.053
345.904,1.055
345.934,1.052
345.964,1.056
345.994,1.055
346.024,1.055
346.054,1.054
346.084,1.052
346.114,1.049
346.144,1.053
346.174,1.054
346.204,1.055
346.234,1.055
346.264,1.053
346.294,1.055
346.324,1.051
346.354,1.050
346.384,1.054
346.414,1.054
346.444,1.057
346.474,1.053
346.504,1.058
346.534,1.054
346.564,1.053
346.594,1.053
346.624,1.059
346.654,1.054
346.684,1.048
346.714,1.049
346.744,1.056
346.774,1.050
346.804,1.057
346.834,1.053
346.864,1.051
346.894,1.049
346.924,1.054
346.954,1.054
346.984,1.053
347.014,1.045
347.044,1.052
347.074,1.054
347.104,1.054
347.134,1.047
347.164,1.053
347.194,1.057
347.224,1.058
347.254,1.058
347.284,1.051
347.314,1.046
347.344,1.051
347.374,1.050
347.404,1.052
347.434,1.051
347.464,1.052
347.494,1.050
347.524,1.051
347.554,1.053
347.584,1.055
347.614,1.050
347.644,1.051
347.674,1.059
347.704,1.055
347.734,1.054
347.764,1.053
347.794,1.055
347.824,1.055
347.854,1.054
347.884,1.051
347.914,1.051
347.944,1.057
347.974,1.057
348.004,1.055
348.034,1.049
348.064,1.047
348.094,1.056
348.124,1.054
348.154,1.115
348.184,1.119
348.214,1.170
348.244,1.209
348.274,1.193
348.304,1.175
348.334,1.163
348.364,1.125
348.394,1.082
348.424,1.057
348.454,1.048
348.484,1.072
348.514,1.034
348.544,0.995
348.574,0.978
348.604,0.956
348.634,0.950
348.664,0.961
348.694,0.968
348.724,0.943
348.754,0.915
348.784,0.966
348.814,0.999
348.844,0.939
348.874,0.960
348.904,1.047
348.934,1.038
348.964,1.021
348.994,1.093
349.024,1.079
349.054,0.995
349.084,0.950
349.114,0.941
349.144,0.996
349.174,1.038
349.204,1.032
349.234,1.003
349.264,1.002
349.294,1.044
349.324,1.062
349.354,1.051
349.384,1.041
349.414,1.027
349.444,1.026
349.474,1.035
349.504,1.028
349.534,1.004
349.564,1.021
349.594,1.018
349.624,0.983
349.654,1.020
349.684,1.007
349.714,0.980
349.744,1.000
349.774,0.990
349.804,0.967
349.834,0.941
349.864,0.943
349.894,0.944
349.924,0.945
349.954,0.957
349.984,0.975
350.014,0.996
350.044,1.023
350.074,1.061
350.104,1.069
350.134,1.070
350.164,1.085
350.194,1.090
350.224,1.089
350.254,1.088
350.284,1.093
350.314,1.078
350.344,1.080
350.374,1.074
350.404,1.056
350.434,1.058
350.464,1.075
350.494,1.076
350.524,1.057
350.554,1.060
350.584,1.086
350.614,1.079
350.644,1.077
350.674,1.077
350.704,1.054
350.734,1.046
350.764,1.047
350.794,1.032
350.824,1.021
350.854,1.025
350.884,1.023
350.914,1.041
350.944,1.047
350.974,1.044
351.004,1.039
351.034,1.031
351.064,1.048
351.094,1.033
351.124,1.032
351.154,1.023
351.184,1.034
351.214,1.045
351.244,1.027
351.274,1.030
351.304,1.025
351.334,1.033
351.364,1.032
351.394,1.019
351.424,1.020
351.454,1.045
351.484,1.045
351.514,1.041
351.544,1.051
351.574,1.040
351.604,1.036
351.634,1.037
351.664,1.051
351.694,1.045
351.724,1.031
351.754,1.026
351.784,1.021
351.814,1.026
351.844,1.020
351.874,1.012
351.904,1.024
351.934,1.021
351.964,1.026
351.994,1.036
352.024,1.021
352.054,1.035
352.084,1.034
352.114,1.036
352.144,1.036
352.174,1.040
352.204,1.039
352.234,1.037
352.264,1.037
352.294,1.043
352.324,1.040
352.354,1.041
352.384,1.041
352.414,1.038
352.444,1.032
352.474,1.039
352.504,1.042
352.534,1.037
352.564,1.039
352.594,1.040
352.624,1.042
352.654,1.041
352.684,1.038
352.714,1.032
352.744,1.039
352.774,1.042
352.804,1.039
352.834,1.037
352.864,1.032
352.894,1.032
352.924,1.026
352.954,1.037
352.984,1.035
353.014,1.034
353.044,1.046
353.074,1.041
353.104,1.033
353.134,1.038
353.164,1.037
353.194,1.043
353.224,1.039
353.254,1.029
353.284,1.036
353.314,1.034
353.344,1.038
353.374,1.036
353.404,1.035
353.434,1.035
353.464,1.032
353.494,1.035
353.524,1.026
353.554,1.031
353.584,1.040
353.614,1.037
353.644,1.034
353.674,1.031
353.704,1.030
353.734,1.036
353.764,1.039
353.794,1.039
353.824,1.033
353.854,1.041
353.884,1.036
353.914,1.034
353.944,1.043
353.974,1.033
354.004,1.032
354.034,1.038
354.064,1.026
354.094,1.042
354.124,1.037
354.154,1.039
354.184,1.040
354.214,1.041
354.244,1.021
354.274,1.040
354.304,1.032
354.334,1.038
354.364,1.042
354.394,1.040
354.424,1.039
354.454,1.039
354.484,1.038
354.514,1.040
354.544,1.028
354.574,1.034
354.604,1.032
354.634,1.044
354.664,1.036
354.694,1.037
354.724,1.036
354.754,1.045
354.784,1.035
354.814,1.039
354.844,1.034
354.874,1.031
354.904,1.033
354.934,1.036
354.964,1.041
354.994,1.038
355.024,1.037
355.054,1.032
355.084,1.035
355.114,1.035
355.144,1.039
355.174,1.030
355.204,1.043
355.234,1.040
355.264,1.036
355.294,1.045
355.324,1.035
355.354,1.031
355.384,1.037
355.414,1.033
355.444,1.039
355.474,1.037
355.504,1.039
355.534,1.040
355.564,1.037
355.594,1.034
355.624,1.038
355.654,1.037
355.684,1.039
355.714,1.035
355.744,1.032
355.774,1.040
355.804,1.036
355.834,1.038
355.864,1.036
355.894,1.038
355.924,1.039
355.954,1.045
355.984,1.031
356.014,1.034
356.044,1.038
356.074,1.037
356.104,1.039
356.134,1.040
356.164,1.038
356.194,1.033
356.224,1.034
356.254,1.039
356.284,1.040
356.314,1.036
356.344,1.033
356.374,1.036
356.404,1.043
356.434,1.043
356.464,1.039
356.494,1.035
356.524,1.037
356.554,1.036
356.584,1.037
356.614,1.031
356.644,1.039
356.674,1.043
356.704,1.040
356.734,1.041
356.764,1.037
356.794,1.038
356.824,1.035
356.854,1.038
356.884,1.036
356.914,1.042
356.944,1.035
356.974,1.037
357.004,1.044
357.034,1.037
357.064,1.036
357.094,1.033
357.124,1.038
357.154,1.034
357.184,1.043
357.214,1.033
357.244,1.036
357.274,1.040
357.304,1.037
357.334,1.036
357.364,1.033
357.394,1.030
357.424,1.037
357.454,1.036
357.484,1.029
357.514,1.044
357.544,1.037
357.574,1.029
357.604,1.040
357.634,1.042
357.664,1.038
357.694,1.040
357.724,1.036
357.754,1.031
357.784,1.033
357.814,1.031
357.844,1.038
357.874,1.038
357.904,1.039
357.934,1.037
357.964,1.036
357.994,1.035
358.024,1.037
358.054,1.039
358.084,1.038
358.114,1.037
358.144,1.035
358.174,1.036
358.204,1.039
358.234,1.046
358.264,1.036
358.294,1.035
358.324,1.044
358.354,1.041
358.384,1.039
358.414,1.033
358.444,1.033
358.474,1.035
358.504,1.032
358.534,1.040
358.564,1.040
358.594,1.036
358.624,1.036
358.654,1.039
358.684,1.034
358.714,1.034
358.744,1.042
358.774,1.041
358.804,1.031
358.834,1.040
358.864,1.042
358.894,1.038
358.924,1.044
358.954,1.042
358.984,1.035
359.014,1.034
359.044,1.035
359.074,1.034
359.104,1.035
359.134,1.038
359.164,1.039
359.194,1.040
359.224,1.034
359.254,1.035
359.284,1.039
359.314,1.033
359.344,1.032
359.374,1.042
359.404,1.032
359.434,1.037
359.464,1.035
359.494,1.037
359.524,1.033
359.554,1.041
359.584,1.044
359.614,1.036
359.644,1.034
359.674,1.036
359.704,1.037
359.734,1.039
359.764,1.046
359.794,1.035
359.824,1.030
359.854,1.038
359.884,1.038
359.914,1.037
359.944,1.045
359.974,1.042
360.004,1.043
360.034,1.036
360.064,1.045
360.094,1.049
360.124,1.036
360.154,1.040
360.184,1.043
360.214,1.048
360.244,1.041
360.274,1.048
360.304,1.029
360.334,1.062
360.364,1.041
360.394,1.041
360.424,1.031
360.454,1.026
360.484,1.021
360.514,1.034
360.544,1.036
360.574,1.038
360.604,1.026
360.634,1.028
360.664,1.039
360.694,1.042
360.724,1.041
360.754,1.034
360.784,1.031
360.814,1.031
360.844,1.040
360.874,1.040
360.904,1.044
360.934,1.041
360.964,1.043
360.994,1.039
361.024,1.038
361.054,1.029
361.084,1.029
361.114,1.041
361.144,1.031
361.174,1.021
361.204,1.033
361.234,1.033
361.264,1.033
361.294,1.047
361.324,1.051
361.354,1.027
361.384,1.033
361.414,1.042
361.444,1.032
361.474,1.028
361.504,1.031
361.534,0.991
361.564,1.021
361.594,1.062
361.624,1.031
361.654,1.040
361.684,1.046
361.714,1.053
361.744,1.051
361.774,1.044
361.804,1.052
361.834,1.039
361.864,1.041
361.894,1.031
361.924,1.053
361.954,1.040
361.984,1.038
362.014,1.047
362.044,1.042
362.074,1.036
362.104,1.036
362.134,1.039
362.164,1.041
362.194,1.049
362.224,1.042
362.254,1.043
362.284,1.033
362.314,1.038
362.344,1.047
362.374,1.041
362.404,1.038
362.434,1.034
362.464,1.046
362.494,1.051
362.524,1.052
362.554,1.053
362.584,1.040
362.614,1.032
362.644,1.034
362.674,1.040
362.704,1.031
362.734,1.040
362.764,1.039
362.794,1.040
362.824,1.037
362.854,1.035
362.884,1.031
362.914,1.037
362.944,1.042
362.974,1.037
363.004,1.037
363.034,1.045
363.064,1.043
363.094,1.038
363.124,1.043
363.154,1.041
363.184,1.041
363.214,1.041
363.244,1.039
363.274,1.036
363.304,1.036
363.334,1.034
363.364,1.043
363.394,1.046
363.424,1.041
363.454,1.038
363.484,1.033
363.514,1.038
363.544,1.042
363.574,1.039
363.604,1.037
363.634,1.041
363.664,1.046
363.694,1.042
363.724,1.037
363.754,1.039
363.784,1.044
363.814,1.044
363.844,1.040
363.874,1.042
363.904,1.040
363.934,1.043
363.964,1.034
363.994,1.041
364.024,1.038
364.054,1.037
364.084,1.039
364.114,1.039
364.144,1.036
364.174,1.036
364.204,1.041
364.234,1.042
364.264,1.042
364.294,1.037
364.324,1.040
364.354,1.044
364.384,1.041
364.414,1.042
364.444,1.039
364.474,1.039
364.504,1.041
364.534,1.039
364.564,1.036
364.594,1.046
364.624,1.042
364.654,1.041
364.684,1.044
364.714,1.031
364.744,1.036
364.774,1.038
364.804,1.032
364.834,1.036
364.864,1.043
364.894,1.041
364.924,1.049
364.954,1.043
364.984,1.043
365.014,1.042
365.044,1.047
365.074,1.042
365.104,1.043
365.134,1.043
365.164,1.044
365.194,1.039
365.224,1.047
365.254,1.046
365.284,1.042
365.314,1.041
365.344,1.043
365.374,1.038
365.404,1.056
365.434,1.086
365.464,1.102
365.494,1.126
365.524,1.133
365.554,1.148
365.584,1.157
365.614,1.167
365.644,1.154
365.674,1.131
365.704,1.090
365.734,1.055
365.764,1.037
365.794,1.038
365.824,1.034
365.854,0.992
365.884,0.983
365.914,0.968
365.944,0.969
365.974,0.951
366.004,0.964
366.034,0.937
366.064,0.931
366.094,0.990
366.124,0.980
366.154,0.964
366.184,0.949
366.214,0.968
366.244,0.992
366.274,0.988
366.304,0.984
366.334,1.016
366.364,1.022
366.394,0.996
366.424,1.016
366.454,1.019
366.484,1.015
366.514,0.997
366.544,1.012
366.574,1.026
366.604,1.037
366.634,1.046
366.664,1.052
366.694,1.058
366.724,1.043
366.754,1.067
366.784,1.094
366.814,1.103
366.844,1.112
366.874,1.115
366.904,1.111
366.934,1.112
366.964,1.107
366.994,1.109
367.024,1.103
367.054,1.097
367.084,1.100
367.114,1.088
367.144,1.083
367.174,1.082
367.204,1.079
367.234,1.073
367.264,1.071
367.294,1.074
367.324,1.062
367.354,1.054
367.384,1.059
367.414,1.065
367.444,1.066
367.474,1.061
367.504,1.062
367.534,1.060
367.564,1.057
367.594,1.062
367.624,1.059
367.654,1.055
367.684,1.054
367.714,1.057
367.744,1.058
367.774,1.056
367.804,1.059
367.834,1.061
367.864,1.056
367.894,1.056
367.924,1.058
367.954,1.057
367.984,1.056
368.014,1.055
368.044,1.062
368.074,1.062
368.104,1.061
368.134,1.055
368.164,1.062
368.194,1.062
368.224,1.061
368.254,1.056
368.284,1.058
368.314,1.059
368.344,1.053
368.374,1.051
368.404,1.055
368.434,1.054
368.464,1.054
368.494,1.053
368.524,1.057
368.554,1.058
368.584,1.059
368.614,1.061
368.644,1.060
368.674,1.054
368.704,1.059
368.734,1.056
368.764,1.058
368.794,1.060
368.824,1.060
368.854,1.062
368.884,1.059
368.914,1.055
368.944,1.053
368.974,1.057
369.004,1.055
369.034,1.057
369.064,1.056
369.094,1.055
369.124,1.056
369.154,1.056
369.184,1.058
369.214,1.056
369.244,1.058
369.274,1.055
369.304,1.055
369.334,1.061
369.364,1.060
369.394,1.057
369.424,1.057
369.454,1.061
369.484,1.063
369.514,1.058
369.544,1.057
369.574,1.059
369.604,1.056
369.634,1.058
369.664,1.057
369.694,1.055
369.724,1.056
369.754,1.054
369.784,1.055
369.814,1.059
369.844,1.061
369.874,1.056
369.904,1.059
369.934,1.056
369.964,1.050
369.994,1.058
370.024,1.059
370.054,1.061
370.084,1.054
370.114,1.053
370.144,1.052
370.174,1.053
370.204,1.058
370.234,1.057
370.264,1.055
370.294,1.056
370.324,1.055
370.354,1.051
370.384,1.058
370.414,1.058
370.444,1.059
370.474,1.057
370.504,1.053
370.534,1.056
370.564,1.054
370.594,1.061
370.624,1.072
370.654,1.075
370.684,1.059
370.714,1.050
370.744,1.048
370.774,1.055
370.804,1.057
370.834,1.052
370.864,1.052
370.894,1.060
370.924,1.069
370.954,1.055
370.984,1.052
371.014,1.054
371.044,1.056
371.074,1.049
371.104,1.051
371.134,1.057
371.164,1.055
371.194,1.056
371.224,1.057
371.254,1.054
371.284,1.054
371.314,1.064
371.344,1.062
371.374,1.054
371.404,1.054
371.434,1.059
371.464,1.063
371.494,1.058
371.524,1.057
371.554,1.056
371.584,1.059
371.614,1.062
371.644,1.068
371.674,1.086
371.704,1.114
371.734,1.134
371.764,1.144
371.794,1.152
371.824,1.166
371.854,1.153
371.884,1.123
371.914,1.129
371.944,1.128
371.974,1.102
372.004,1.079
372.034,1.076
372.064,1.069
372.094,1.045
372.124,1.031
372.154,1.001
372.184,0.982
372.214,0.968
372.244,0.957
372.274,0.947
372.304,0.946
372.334,0.947
372.364,0.957
372.394,0.937
372.424,0.933
372.454,0.944
372.484,0.949
372.514,0.939
372.544,0.955
372.574,0.966
372.604,0.977
372.634,0.994
372.664,0.992
372.694,0.971
372.724,1.021
372.754,1.060
372.784,1.044
372.814,1.037
372.844,1.056
372.874,1.053
372.904,1.044
372.934,1.062
372.964,1.078
372.994,1.099
373.024,1.118
373.054,1.119
373.084,1.109
373.114,1.082
373.144,1.059
373.174,1.042
373.204,1.043
373.234,1.050
373.264,1.060
373.294,1.058
373.324,1.054
373.354,1.044
373.384,1.046
373.414,1.045
373.444,1.050
373.474,1.045
373.504,0.994
373.534,1.042
373.564,1.061
373.594,1.049
373.624,1.034
373.654,1.108
373.684,1.133
373.714,1.112
373.744,1.104
373.774,1.069
373.804,1.021
373.834,1.031
373.864,1.069
373.894,1.054
373.924,1.041
373.954,1.039
373.984,1.035
374.014,1.042
374.044,1.051
374.074,1.040
374.104,1.034
374.134,1.028
374.164,0.992
374.194,0.975
374.224,0.980
374.254,0.971
374.284,0.960
374.314,0.951
374.344,0.969
374.374,0.973
374.404,0.998
