df_hash,22ZHK4.FHJRBH
398.157,1.032
398.187,1.030
398.217,1.035
398.247,1.030
398.277,1.024
398.307,1.031
398.337,1.032
398.367,1.024
398.397,1.035
398.427,1.023
398.457,1.027
398.487,1.030
398.517,1.036
398.547,1.022
398.577,1.032
398.607,1.040
398.637,1.023
398.667,1.031
398.697,1.028
398.727,1.043
398.757,1.031
398.787,1.025
398.817,1.021
398.847,1.034
398.877,1.024
398.907,1.027
398.937,1.036
398.967,1.019
398.997,1.025
399.027,1.031
399.057,1.038
399.087,1.033
399.117,1.029
399.147,1.029
399.177,1.024
399.207,1.021
399.237,1.024
399.267,1.028
399.297,1.034
399.327,1.032
399.357,1.032
399.387,1.050
399.417,1.015
399.447,1.046
399.477,1.025
399.507,1.019
399.537,1.044
399.567,1.036
399.597,1.022
399.627,1.039
399.657,1.050
399.687,1.017
399.717,1.028
399.747,1.029
399.777,1.025
399.807,1.017
399.837,1.021
399.867,1.032
399.897,1.032
399.927,1.051
399.957,1.016
399.987,1.043
400.017,1.035
400.047,1.020
400.077,1.026
400.107,1.037
400.137,1.025
400.167,1.026
400.197,1.027
400.227,1.011
400.257,1.054
400.287,1.014
400.317,1.038
400.347,1.076
400.377,0.986
400.407,1.017
400.437,1.062
400.467,1.038
400.497,1.021
400.527,1.035
400.557,1.048
400.587,1.028
400.617,1.029
400.647,1.041
400.677,1.033
400.707,1.034
400.737,1.028
400.767,1.036
400.797,1.036
400.827,1.016
400.857,1.039
400.887,1.039
400.917,1.017
400.947,1.035
400.977,1.032
401.007,1.021
401.037,1.031
401.067,1.046
401.097,1.035
401.127,1.022
401.157,1.023
401.187,1.029
401.217,1.036
401.247,1.040
401.277,1.039
401.307,1.037
401.337,1.029
401.367,1.030
401.397,1.030
401.427,1.028
401.457,1.031
401.487,1.032
401.517,1.037
401.547,1.026
401.577,1.028
401.607,1.034
401.637,1.028
401.667,1.040
401.697,1.027
401.727,1.025
401.757,1.031
401.787,1.043
401.817,1.035
401.847,1.031
401.877,1.038
401.907,1.046
401.937,1.040
401.967,1.040
401.997,1.043
402.027,1.030
402.057,1.028
402.087,1.029
402.117,1.028
402.147,1.045
402.177,1.041
402.207,1.032
402.237,1.020
402.267,1.022
402.297,1.023
402.327,1.021
402.357,1.012
402.387,1.021
402.417,1.018
402.447,1.028
402.477,1.026
402.507,1.020
402.537,1.021
402.567,1.021
402.597,1.018
402.627,1.032
402.657,1.033
402.687,1.026
402.717,1.008
402.747,1.019
402.777,1.020
402.807,1.029
402.837,1.042
402.867,1.040
402.897,1.034
402.927,1.037
402.957,1.048
402.987,0.989
403.017,1.010
403.047,1.024
403.077,1.011
403.107,1.037
403.137,1.034
403.167,1.014
403.197,1.020
403.227,1.024
403.257,1.016
403.287,1.019
403.317,1.026
403.347,1.039
403.377,1.028
403.407,1.033
403.437,1.029
403.467,1.025
403.497,1.019
403.527,1.021
403.557,1.028
403.587,1.018
403.617,1.023
403.647,1.021
403.677,1.005
403.707,1.006
403.737,1.011
403.767,1.013
403.797,1.025
403.827,1.018
403.857,1.023
403.887,1.033
403.917,1.013
403.947,1.001
403.977,1.023
404.007,1.020
404.037,1.005
404.067,1.014
404.097,1.009
404.127,1.003
404.157,1.005
404.187,1.006
404.217,1.003
404.247,1.002
404.277,1.011
404.307,0.989
404.337,0.982
404.367,1.021
404.397,0.991
404.427,1.009
404.457,1.007
404.487,0.999
404.517,1.002
404.547,0.995
404.577,1.003
404.607,1.005
404.637,1.015
404.667,1.016
404.697,1.029
404.727,1.038
404.757,1.045
404.787,1.039
404.817,1.017
404.847,1.033
404.877,1.040
404.907,1.042
404.937,1.049
404.967,1.057
404.997,1.037
405.027,1.034
405.057,1.045
405.087,1.040
405.117,1.059
405.147,1.092
405.177,1.059
405.207,1.047
405.237,1.050
405.267,1.025
405.297,1.023
405.327,1.043
405.357,1.042
405.387,1.037
405.417,1.041
405.447,1.043
405.477,1.035
405.507,1.041
405.537,1.036
405.567,1.026
405.597,1.028
405.627,1.018
405.657,1.027
405.687,1.036
405.717,1.031
405.747,1.029
405.777,1.043
405.807,1.039
405.837,1.027
405.867,1.039
405.897,1.029
405.927,1.031
405.957,1.045
405.987,1.034
406.017,1.025
406.047,1.035
406.077,1.022
406.107,1.032
406.137,1.026
406.167,1.038
406.197,1.033
406.227,1.040
406.257,1.037
406.287,1.035
406.317,1.036
406.347,1.033
406.377,1.020
406.407,1.025
406.437,1.028
406.467,1.012
406.497,1.025
406.527,1.040
406.557,1.047
406.587,1.043
406.617,1.022
406.647,1.021
406.677,1.038
406.707,1.033
406.737,1.032
406.767,1.026
406.797,1.022
406.827,1.037
406.857,1.040
406.887,1.038
406.917,1.037
406.947,1.032
406.977,1.028
407.007,1.035
407.037,1.023
407.067,1.028
407.097,1.031
407.127,1.039
407.157,1.045
407.187,1.025
407.217,1.033
407.247,1.034
407.277,1.024
407.307,1.025
407.337,1.041
407.367,1.028
407.397,1.022
407.427,1.044
407.457,1.028
407.487,1.020
407.517,1.025
407.547,1.036
407.577,1.032
407.607,1.038
407.637,1.036
407.667,1.032
407.697,1.037
407.727,1.034
407.757,1.038
407.787,1.029
407.817,1.046
407.847,1.044
407.877,1.026
407.907,1.022
407.937,1.033
407.967,1.034
407.997,1.032
408.027,1.026
408.057,1.027
408.087,1.034
408.117,1.036
408.147,1.043
408.177,1.046
408.207,1.035
408.237,1.026
408.267,1.027
408.297,1.022
408.327,1.027
408.357,1.042
408.387,1.034
408.417,1.026
408.447,1.028
408.477,1.048
408.507,1.034
408.537,1.020
408.567,1.025
408.597,1.033
408.627,1.033
408.657,1.038
408.687,1.055
408.717,1.036
408.747,1.019
408.777,1.015
408.807,1.018
408.837,1.028
408.867,1.037
408.897,1.048
408.927,1.040
408.957,1.051
408.987,1.034
409.017,1.021
409.047,1.033
409.077,1.024
409.107,1.026
409.137,1.041
409.167,1.031
409.197,1.017
409.227,1.030
409.257,1.034
409.287,1.039
409.317,1.037
409.347,1.036
409.377,1.032
409.407,1.028
409.437,1.059
409.467,1.080
409.497,1.077
409.527,1.081
409.557,1.071
409.587,1.037
409.617,1.017
409.647,1.015
409.677,0.996
409.707,0.991
409.737,0.987
409.767,1.012
409.797,1.003
409.827,1.026
409.857,1.037
409.887,1.014
409.917,0.985
409.947,0.986
409.977,0.994
410.007,1.024
410.037,1.023
410.067,1.046
410.097,1.013
410.127,1.021
410.157,1.020
410.187,1.030
410.217,1.035
410.247,1.039
410.277,1.024
410.307,1.021
410.337,1.035
410.367,1.043
410.397,1.057
410.427,1.044
410.457,1.034
410.487,1.036
410.517,1.060
410.547,1.060
410.577,1.053
410.607,1.040
410.637,1.059
410.667,1.062
410.697,1.047
410.727,1.036
410.757,1.050
410.787,1.057
410.817,1.053
410.847,1.032
410.877,1.036
410.907,1.027
410.937,1.037
410.967,1.022
410.997,1.054
411.027,1.052
411.057,1.033
411.087,1.039
411.117,1.033
411.147,1.039
411.177,1.030
411.207,1.029
411.237,1.034
411.267,1.044
411.297,1.040
411.327,1.027
411.357,1.027
411.387,1.033
411.417,1.032
411.447,1.037
411.477,1.041
411.507,1.027
411.537,1.040
411.567,1.051
411.597,1.033
411.627,1.032
411.657,1.037
411.687,1.040
411.717,1.037
411.747,1.032
411.777,1.044
411.807,1.055
411.837,1.032
411.867,1.044
411.897,1.039
411.927,1.031
411.957,1.039
411.987,1.043
412.017,1.044
412.047,1.038
412.077,1.035
412.107,1.031
412.137,1.042
412.167,1.038
412.197,1.034
412.227,1.050
412.257,1.033
412.287,1.006
412.317,1.032
412.347,1.062
412.377,1.024
412.407,1.048
412.437,1.045
412.467,1.042
412.497,1.039
412.527,1.032
412.557,1.038
412.587,1.035
412.617,1.032
412.647,1.042
412.677,1.048
412.707,1.027
412.737,1.037
412.767,1.046
412.797,1.048
412.827,1.040
412.857,1.045
412.887,1.041
412.917,1.035
412.947,1.035
412.977,1.050
413.007,1.034
413.037,1.042
413.067,1.037
413.097,1.036
413.127,1.029
413.157,1.044
413.187,1.042
413.217,1.041
413.247,1.044
413.277,1.036
413.307,1.057
413.337,1.040
413.367,1.018
413.397,1.034
413.427,1.048
413.457,1.033
413.487,1.023
413.517,1.048
413.547,1.045
413.577,1.045
413.607,1.037
413.637,1.022
413.667,1.031
413.697,1.031
413.727,1.042
413.757,1.044
413.787,1.051
413.817,1.045
413.847,1.031
413.877,1.027
413.907,1.051
413.937,1.035
413.967,1.023
413.997,1.024
414.027,1.041
414.057,1.031
414.087,1.043
414.117,1.052
414.147,1.036
414.177,1.031
414.207,1.046
414.237,1.053
414.267,1.043
414.297,1.035
414.327,1.049
414.357,1.039
414.387,1.039
414.417,1.046
414.447,1.040
414.477,1.036
414.507,1.046
414.537,1.042
414.567,1.033
414.597,1.033
414.627,1.051
414.657,1.057
414.687,1.044
414.717,1.040
414.747,1.048
414.777,1.048
414.807,1.046
414.837,1.045
414.867,1.038
414.897,1.032
414.927,1.046
414.957,1.044
414.987,1.034
415.017,1.014
415.047,1.001
415.077,1.017
415.107,1.017
415.137,1.031
415.167,1.033
415.197,1.041
415.227,1.034
415.257,1.032
415.287,1.034
415.317,1.043
415.347,1.036
415.377,1.030
415.407,1.043
415.437,1.036
415.467,1.032
415.497,1.029
415.527,1.022
415.557,1.028
415.587,1.030
415.617,1.036
415.647,1.043
415.677,1.036
415.707,1.033
415.737,1.039
415.767,1.033
415.797,1.021
415.827,1.039
415.857,1.050
415.887,1.037
415.917,1.037
415.947,1.049
415.977,1.045
416.007,1.041
416.037,1.032
416.067,1.045
416.097,1.052
416.127,1.040
416.157,1.032
416.187,1.030
416.217,1.035
416.247,1.032
416.277,1.035
416.307,1.048
416.337,1.045
416.367,1.035
416.397,1.032
416.427,1.041
416.457,1.044
416.487,1.022
416.517,1.029
416.547,1.040
416.577,1.046
416.607,1.034
416.637,1.039
416.667,1.038
416.697,1.034
416.727,1.046
416.757,1.037
416.787,1.024
416.817,1.043
416.847,1.043
416.877,1.033
416.907,1.040
416.937,1.030
416.967,1.035
416.997,1.041
417.027,1.033
417.057,1.033
417.087,1.046
417.117,1.036
417.147,1.026
417.177,1.041
417.207,1.042
417.237,1.037
417.267,1.042
417.297,1.041
417.327,1.028
417.357,1.024
417.387,1.041
417.417,1.046
417.447,1.045
417.477,1.036
417.507,1.035
417.537,1.039
417.567,1.033
417.597,1.033
417.627,1.030
417.657,1.045
417.687,1.032
417.717,1.035
417.747,1.038
417.777,1.033
417.807,1.044
417.837,1.039
417.867,1.034
417.897,1.034
417.927,1.027
417.957,1.031
417.987,1.042
418.017,1.037
418.047,1.035
418.077,1.037
418.107,1.048
418.137,1.041
418.167,1.036
418.197,1.030
418.227,1.049
418.257,1.044
418.287,1.036
418.317,1.031
418.347,1.028
418.377,1.035
418.407,1.047
418.437,1.028
418.467,1.031
418.497,1.038
418.527,1.039
418.557,1.040
418.587,1.036
418.617,1.040
418.647,1.037
418.677,1.034
418.707,1.037
418.737,1.042
418.767,1.034
418.797,1.055
418.827,1.038
418.857,1.042
418.887,1.034
418.917,1.027
418.947,1.049
418.977,1.039
419.007,1.023
419.037,1.035
419.067,1.042
419.097,1.043
419.127,1.043
419.157,1.059
419.187,1.054
419.217,1.007
419.247,1.060
419.277,1.041
419.307,1.028
419.337,1.022
419.367,1.036
419.397,1.043
419.427,1.042
419.457,1.059
419.487,1.052
419.517,1.055
419.547,1.021
419.577,1.018
419.607,1.008
419.637,1.081
419.667,1.030
419.697,1.022
419.727,1.025
419.757,1.021
419.787,1.005
419.817,1.050
419.847,1.023
419.877,1.021
419.907,1.023
419.937,1.041
419.967,1.007
419.997,1.030
420.027,1.048
420.057,1.032
420.087,1.031
420.117,1.035
420.147,1.027
420.177,1.024
420.207,1.048
420.237,1.027
420.267,1.021
420.297,1.033
420.327,1.023
420.357,1.032
420.387,1.046
420.417,1.018
420.447,1.041
420.477,1.037
420.507,1.024
420.537,1.047
420.567,1.037
420.597,1.026
420.627,1.045
420.657,1.051
420.687,1.020
420.717,1.058
420.747,1.026
420.777,1.030
420.807,1.060
420.837,1.062
420.867,1.007
420.897,1.025
420.927,1.051
420.957,0.999
420.987,1.019
421.017,1.043
421.047,1.012
421.077,1.051
421.107,1.027
421.137,0.993
421.167,1.036
421.197,1.056
421.227,1.036
421.257,1.036
421.287,1.049
421.317,1.023
421.347,1.038
421.377,1.045
421.407,1.057
421.437,1.036
421.467,1.007
421.497,1.033
421.527,1.038
421.557,1.021
421.587,1.026
421.617,1.048
421.647,1.059
421.677,1.059
421.707,1.031
421.737,1.022
421.767,1.019
421.797,1.044
421.827,1.033
421.857,1.027
421.887,1.031
421.917,1.026
421.947,1.058
421.977,1.049
422.007,1.024
422.037,1.027
422.067,1.021
422.097,1.014
422.127,1.006
422.157,0.995
422.187,1.026
422.217,1.030
422.247,1.027
422.277,1.027
422.307,1.032
422.337,1.023
422.367,1.022
422.397,1.028
422.427,1.028
422.457,1.024
422.487,1.027
422.517,1.037
422.547,1.043
422.577,1.042
422.607,1.038
422.637,1.036
422.667,1.047
422.697,1.056
422.727,1.054
422.757,1.046
422.787,1.044
422.817,1.026
422.847,1.023
422.877,1.021
422.907,1.019
422.937,1.020
422.967,1.013
422.997,1.025
423.027,1.030
423.057,1.027
423.087,1.042
423.117,1.056
423.147,1.042
423.177,1.036
423.207,1.040
423.237,1.043
423.267,1.033
423.297,1.039
423.327,1.034
423.357,1.026
423.387,1.025
423.417,1.018
423.447,1.032
423.477,1.029
423.507,1.031
423.537,1.042
423.567,1.051
423.597,1.044
423.627,1.045
423.657,1.033
423.687,1.038
423.717,1.028
423.747,1.024
423.777,1.032
423.807,1.039
423.837,1.029
423.867,1.038
423.897,1.033
423.927,1.034
423.957,1.039
423.987,1.043
424.017,1.032
424.047,1.017
424.077,1.027
424.107,1.030
424.137,1.037
424.167,1.030
424.197,1.039
424.227,1.046
424.257,1.042
424.287,1.021
424.317,1.021
424.347,1.034
424.377,1.036
424.407,1.044
424.437,1.029
424.467,1.036
424.497,1.043
424.527,1.039
424.557,1.036
424.587,1.035
424.617,1.049
424.647,1.048
424.677,1.042
424.707,1.038
424.737,1.026
424.767,1.032
424.797,1.039
424.827,1.035
424.857,1.045
424.887,1.054
424.917,1.052
424.947,1.035
424.977,1.035
425.007,1.044
425.037,1.019
425.067,0.994
425.097,1.023
425.127,1.042
425.157,1.047
425.187,1.039
425.217,1.036
425.247,1.023
425.277,1.046
425.307,1.044
425.337,1.049
425.367,1.049
425.397,1.035
425.427,1.026
425.457,1.017
425.487,1.021
425.517,1.022
425.547,1.018
425.577,0.991
425.607,1.001
425.637,1.025
425.667,1.035
425.697,1.055
425.727,1.049
425.757,1.045
425.787,1.075
425.817,1.062
425.847,1.064
425.877,1.071
425.907,1.062
425.937,1.054
425.967,1.055
425.997,1.052
426.027,1.055
426.057,1.060
426.087,1.055
426.117,1.051
426.147,1.044
426.177,1.043
426.207,1.036
426.237,1.032
426.267,1.045
426.297,1.043
426.327,1.049
426.357,1.055
426.387,1.060
426.417,1.053
426.447,1.058
426.477,1.045
426.507,1.047
426.537,1.049
426.567,1.048
426.597,1.040
426.627,1.051
426.657,1.049
426.687,1.041
426.717,1.034
426.747,1.027
426.777,1.054
426.807,1.041
426.837,1.041
426.867,1.055
426.897,1.051
426.927,1.042
426.957,1.039
426.987,1.066
427.017,1.061
427.047,1.037
427.077,1.035
427.107,1.049
427.137,1.051
427.167,1.037
427.197,1.040
427.227,1.044
427.257,1.049
427.287,1.032
427.317,1.043
427.347,1.052
427.377,1.052
427.407,1.030
427.437,1.039
427.467,1.053
427.497,1.030
427.527,1.030
427.557,1.043
427.587,1.047
427.617,1.051
427.647,1.048
427.677,1.045
427.707,1.044
427.737,1.027
427.767,1.056
427.797,1.043
427.827,1.036
427.857,1.056
427.887,1.061
427.917,1.052
427.947,1.058
427.977,1.060
428.007,1.053
428.037,1.062
428.067,1.063
428.097,1.056
428.127,1.037
428.157,1.047
428.187,1.062
428.217,1.048
428.247,1.051
428.277,1.053
428.307,1.047
428.337,1.038
428.367,1.025
428.397,1.070
428.427,1.063
428.457,1.039
428.487,1.046
428.517,1.032
428.547,1.054
428.577,1.045
428.607,1.027
428.637,1.041
428.667,1.072
428.697,1.052
428.727,1.046
428.757,1.059
428.787,1.055
428.817,1.042
428.847,1.057
428.877,1.050
428.907,1.037
428.937,1.047
428.967,1.042
428.997,1.056
429.027,1.063
429.057,1.038
429.087,1.054
429.117,1.050
429.147,1.062
429.177,1.054
429.207,1.048
429.237,1.038
429.267,1.031
429.297,1.053
429.327,1.041
429.357,1.036
429.387,1.079
429.417,1.048
429.447,1.057
429.477,1.059
429.507,1.015
429.537,1.041
429.567,1.055
429.597,1.044
429.627,1.037
429.657,1.051
429.687,1.043
429.717,1.051
429.747,1.060
429.777,1.051
429.807,1.043
429.837,1.062
429.867,1.048
429.897,1.029
429.927,1.031
429.957,1.050
429.987,1.064
430.017,1.044
430.047,1.072
430.077,1.040
430.107,1.038
430.137,1.052
430.167,1.068
430.197,1.062
430.227,1.056
430.257,1.049
430.287,1.044
430.317,1.047
430.347,1.060
430.377,1.048
430.407,1.060
430.437,1.058
430.467,1.035
430.497,1.086
430.527,1.026
430.557,1.065
430.587,1.040
430.617,1.041
430.647,1.044
430.677,1.021
430.707,1.046
430.737,1.048
430.767,1.050
430.797,1.060
430.827,1.063
430.857,1.060
430.887,1.055
430.917,1.050
430.947,1.048
430.977,1.040
431.007,1.042
431.037,1.036
431.067,1.061
431.097,1.033
431.127,1.064
431.157,1.074
431.187,1.039
431.217,1.043
431.247,1.051
431.277,1.067
431.307,1.047
431.337,1.025
431.367,1.056
431.397,1.087
431.427,1.024
431.457,1.045
431.487,1.057
431.517,1.031
431.547,1.046
431.577,1.052
431.607,1.062
431.637,1.060
431.667,1.043
431.697,1.057
431.727,1.029
431.757,1.033
431.787,1.008
431.817,1.051
431.847,1.060
431.877,1.046
431.907,1.045
431.937,1.058
431.967,1.062
431.997,1.054
432.027,1.041
432.057,1.041
432.087,1.040
432.117,1.047
432.147,1.035
432.177,1.039
432.207,1.045
432.237,1.040
432.267,1.047
432.297,1.055
432.327,1.051
432.357,1.062
432.387,1.044
432.417,1.037
432.447,1.068
432.477,1.041
432.507,1.047
432.537,1.033
432.567,1.035
432.597,1.053
432.627,1.047
432.657,1.063
432.687,1.062
432.717,1.073
432.747,1.050
432.777,1.040
432.807,1.043
432.837,1.032
432.867,1.028
432.897,1.050
432.927,1.063
432.957,1.056
432.987,1.047
433.017,1.052
433.047,1.047
433.077,1.028
433.107,1.044
433.137,1.063
433.167,1.062
433.197,1.069
433.227,1.070
433.257,1.071
433.287,1.110
433.317,1.120
433.347,1.076
433.377,1.070
433.407,1.038
433.437,1.057
433.467,1.050
433.497,1.033
433.527,1.043
433.557,1.040
433.587,1.007
433.617,1.008
433.647,1.022
433.677,1.020
433.707,0.996
433.737,0.990
433.767,1.018
433.797,0.968
433.827,0.988
433.857,1.007
433.887,1.002
433.917,0.969
433.947,0.985
433.977,0.953
434.007,0.988
434.037,1.016
434.067,0.963
434.097,0.987
434.127,0.998
434.157,0.970
434.187,0.980
434.217,1.010
434.247,1.008
434.277,1.010
434.307,0.991
434.337,0.989
434.367,0.989
434.397,0.999
434.427,1.011
434.457,0.975
434.487,0.972
434.517,0.984
434.547,1.004
434.577,0.994
434.607,1.011
434.637,1.014
434.667,1.017
434.697,1.003
434.727,1.000
434.757,0.998
434.787,1.003
434.817,0.999
434.847,0.998
434.877,1.007
434.907,0.993
434.937,1.048
434.967,0.994
434.997,0.980
435.027,0.992
435.057,0.983
435.087,0.995
435.117,1.006
435.147,0.990
435.177,0.971
435.207,0.981
435.237,1.000
435.267,0.992
435.297,0.982
435.327,0.987
435.357,1.003
435.387,0.985
435.417,0.986
435.447,0.990
435.477,0.984
435.507,1.002
435.537,0.992
435.567,1.019
435.597,1.031
435.627,0.976
435.657,0.973
435.687,0.998
435.717,0.996
435.747,0.929
435.777,0.921
435.807,0.950
435.837,0.954
435.867,1.021
435.897,0.990
435.927,0.984
435.957,1.025
435.987,0.977
436.017,0.988
436.047,1.016
436.077,1.014
436.107,1.012
436.137,1.012
436.167,0.989
436.197,0.976
436.227,0.960
436.257,0.963
436.287,0.947
436.317,0.982
436.347,0.987
436.377,0.968
436.407,0.987
436.437,0.975
436.467,0.968
436.497,0.932
436.527,0.954
436.557,0.965
436.587,0.957
436.617,0.967
436.647,0.983
436.677,0.979
436.707,0.964
436.737,0.947
436.767,0.968
436.797,0.982
436.827,0.983
436.857,0.983
436.887,0.981
436.917,0.983
436.947,0.969
436.977,0.958
437.007,0.959
437.037,0.979
437.067,0.985
437.097,0.970
437.127,0.967
437.157,0.991
437.187,0.983
437.217,0.984
437.247,0.980
437.277,0.969
437.307,0.988
437.337,0.971
437.367,0.968
437.397,0.967
437.427,0.978
437.457,0.970
437.487,0.981
437.517,0.997
437.547,1.000
437.577,0.993
437.607,0.967
437.637,0.938
437.667,0.963
437.697,0.962
437.727,0.985
437.757,0.984
437.787,0.985
437.817,0.996
437.847,0.975
437.877,0.967
437.907,0.962
437.937,0.981
437.967,0.987
437.997,0.972
438.027,0.973
438.057,0.982
438.087,0.972
438.117,0.970
438.147,0.967
438.177,0.982
438.207,0.979
438.237,0.963
438.267,0.975
438.297,0.985
438.327,0.977
438.357,0.984
438.387,0.968
438.417,0.964
438.447,0.960
438.477,0.960
438.507,0.974
438.537,1.001
438.567,1.002
438.597,0.985
438.627,0.961
438.657,0.969
438.687,0.986
438.717,0.965
438.747,0.947
438.777,0.962
438.807,0.980
438.837,0.987
438.867,0.976
438.897,0.947
438.927,0.922
438.957,0.947
438.987,0.971
439.017,0.981
439.047,1.015
439.077,1.057
439.107,1.050
439.137,1.013
439.167,0.965
439.197,1.018
439.227,0.938
439.257,0.938
439.287,0.940
439.317,0.931
439.347,0.959
439.377,0.940
439.407,0.965
439.437,0.928
439.467,1.001
439.497,1.004
439.527,0.971
439.557,0.944
439.587,1.013
439.617,0.998
439.647,0.931
439.677,0.878
439.707,0.913
439.737,0.985
439.767,0.979
439.797,0.991
439.827,0.980
439.857,0.920
439.887,0.908
439.917,0.980
439.947,0.953
439.977,0.954
440.007,1.007
440.037,0.948
440.067,0.933
440.097,0.898
440.127,0.960
440.157,1.024
440.187,0.943
440.217,0.933
440.247,0.956
440.277,0.971
440.307,0.958
440.337,0.914
440.367,0.937
440.397,0.946
440.427,0.949
440.457,0.984
440.487,0.956
440.517,0.971
440.547,0.980
440.577,0.970
440.607,0.938
440.637,0.969
440.667,0.919
440.697,0.918
440.727,0.960
440.757,1.018
440.787,0.970
440.817,1.025
440.847,0.939
440.877,0.956
440.907,0.974
440.937,0.822
440.967,0.916
440.997,0.994
441.027,0.954
441.057,1.031
441.087,1.062
441.117,0.902
441.147,0.881
441.177,0.964
441.207,0.945
441.237,0.989
441.267,0.979
441.297,0.999
441.327,1.052
441.357,1.040
441.387,0.970
441.417,0.930
441.447,0.977
441.477,1.008
441.507,1.033
441.537,1.038
441.567,1.011
441.597,0.968
441.627,0.943
441.657,0.959
441.687,0.981
441.717,0.984
441.747,0.970
441.777,1.008
441.807,1.015
441.837,0.991
441.867,0.982
441.897,0.967
441.927,0.972
441.957,1.007
441.987,1.047
442.017,1.003
442.047,0.971
442.077,0.971
442.107,0.972
442.137,0.981
442.167,0.991
442.197,1.004
442.227,1.010
442.257,0.999
442.287,0.972
442.317,0.964
442.347,0.970
442.377,0.986
442.407,0.969
442.437,0.963
442.467,0.956
442.497,0.974
442.527,0.949
442.557,0.958
442.587,0.968
442.617,0.958
442.647,0.968
442.677,0.987
442.707,0.989
442.737,0.969
442.767,0.943
442.797,0.955
442.827,0.968
442.857,0.981
442.887,0.975
442.917,0.966
442.947,0.974
442.977,0.988
443.007,0.980
443.037,0.968
443.067,0.972
443.097,0.968
443.127,0.979
443.157,0.961
443.187,0.970
443.217,0.988
443.247,0.981
443.277,0.968
443.307,0.978
443.337,0.994
443.367,0.983
443.397,1.020
443.427,1.036
443.457,0.947
443.487,0.951
443.517,0.950
443.547,0.930
443.577,0.937
443.607,0.952
443.637,0.957
443.667,0.983
443.697,0.982
443.727,0.961
443.757,0.962
443.787,1.002
443.817,0.996
443.847,0.993
443.877,1.001
443.907,0.991
443.937,1.002
443.967,1.004
443.997,0.986
444.027,0.978
444.057,0.973
444.087,0.992
444.117,0.989
444.147,0.980
444.177,0.988
444.207,0.980
444.237,0.939
444.267,0.983
444.297,0.983
444.327,0.985
444.357,0.965
444.387,0.958
444.417,1.009
444.447,0.925
444.477,1.095
444.507,0.993
444.537,0.978
444.567,0.963
444.597,0.966
444.627,0.979
444.657,0.983
444.687,0.976
444.717,0.994
444.747,0.903
444.777,1.023
444.807,1.062
444.837,0.975
444.867,0.928
444.897,0.880
444.927,1.002
444.957,1.000
444.987,0.983
445.017,1.010
445.047,0.907
445.077,0.983
445.107,0.988
445.137,0.997
445.167,0.867
445.197,1.002
445.227,0.974
445.257,0.957
445.287,0.976
445.317,0.986
445.347,0.981
445.377,0.972
445.407,0.976
445.437,0.993
445.467,0.989
445.497,0.976
445.527,0.962
445.557,0.945
445.587,0.965
445.617,1.025
445.647,1.081
445.677,1.041
445.707,1.021
445.737,0.890
445.767,0.959
445.797,1.015
445.827,0.972
445.857,0.971
445.887,1.008
445.917,1.013
445.947,0.897
445.977,0.967
446.007,1.012
446.037,0.826
446.067,0.965
446.097,0.968
446.127,0.965
446.157,0.979
446.187,0.988
446.217,0.977
446.247,0.971
446.277,1.005
446.307,0.996
446.337,0.958
446.367,1.000
446.397,0.984
446.427,0.987
446.457,0.979
446.487,0.959
446.517,0.940
446.547,0.941
446.577,0.951
446.607,1.016
446.637,1.002
446.667,0.968
446.697,0.966
446.727,0.917
446.757,0.904
446.787,0.973
446.817,0.995
446.847,0.998
446.877,0.940
446.907,0.941
446.937,0.984
446.967,1.003
446.997,0.977
447.027,0.980
447.057,0.963
447.087,0.942
447.117,0.964
447.147,0.981
447.177,0.975
447.207,0.972
447.237,0.991
447.267,0.979
447.297,0.939
447.327,0.964
447.357,1.001
447.387,0.953
447.417,0.926
447.447,0.970
447.477,0.983
447.507,0.984
447.537,0.970
447.567,0.959
447.597,0.987
447.627,0.943
447.657,0.944
447.687,0.983
447.717,1.026
447.747,0.994
447.777,0.889
447.807,0.964
447.837,0.997
447.867,0.945
447.897,0.931
447.927,0.957
447.957,0.983
447.987,0.974
448.017,0.948
448.047,0.969
448.077,1.005
448.107,0.983
448.137,0.981
448.167,0.969
448.197,0.978
448.227,0.988
448.257,0.980
448.287,0.964
448.317,0.958
448.347,1.002
448.377,1.002
448.407,0.957
448.437,0.988
448.467,0.968
448.497,0.939
448.527,0.978
448.557,1.007
448.587,0.962
448.617,0.981
448.647,0.972
448.677,0.965
448.707,0.957
448.737,0.947
448.767,0.958
448.797,0.971
448.827,0.965
448.857,0.970
448.887,0.959
448.917,0.961
448.947,0.933
448.977,0.935
449.007,0.948
449.037,0.978
449.067,0.995
449.097,1.015
449.127,0.983
449.157,0.966
449.187,0.968
449.217,0.982
449.247,0.975
449.277,0.990
449.307,1.026
449.337,1.025
449.367,1.002
449.397,0.987
449.427,0.981
449.457,0.981
449.487,1.001
449.517,1.014
449.547,0.994
449.577,0.978
449.607,0.979
449.637,0.978
449.667,0.958
449.697,0.940
449.727,0.946
449.757,0.969
449.787,0.978
449.817,0.973
449.847,0.946
449.877,0.975
449.907,0.956
449.937,0.981
449.967,0.971
449.997,0.979
450.027,0.995
450.057,0.999
450.087,0.987
450.117,0.975
450.147,0.941
450.177,0.972
450.207,0.962
450.237,0.971
450.267,0.956
450.297,1.001
450.327,1.010
450.357,0.992
450.387,0.961
450.417,0.953
450.447,0.955
450.477,0.960
450.507,0.960
450.537,0.979
